phenotype	description	variable_type	source	n_non_missing	n_missing	n_controls	n_cases	PHESANT_transformation	notes
1050	Time spend outdoors in summer	ordinal	phesant	327717	33477	NA	NA	1050_0|| INTEGER || reassignments: -1=NA|-3=NA|-10=NA || CONTINUOUS || >20% IN ONE CATEGORY || Split into three bins: 0: <3, 1: [3,4), 2: >=4 ||cat N: 105949, 58278, 163490 || CAT-ORD || order: 0|1|2 || num categories: 3 ||	ACE touchscreen question "In a typical DAY in summer, how many hours do you spend outdoors?" The following checks were performed: If answer If answer > 24 then rejected If answer > 10 then participant asked to confirm If the participant activated the Help button they were shown the message: If the time you spend outdoors in summer varies a lot, give the average time per day. For example if you spend 1 hour a day on each weekday and 4 hours a day on the weekend, the total hours in a week is 13 (5 + 8), so you spend approximately 2 hours a day. 
1060	Time spent outdoors in winter	ordinal	phesant	284889	76305	NA	NA	1060_0|| INTEGER || reassignments: -1=NA|-3=NA|-10=NA || CONTINUOUS || >20% IN ONE CATEGORY || Split into three bins: 0: <1, 1: [1,2), 2: >=2 ||cat N: 10591, 113706, 160592 || CAT-ORD || order: 0|1|2 || num categories: 3 ||	ACE touchscreen question "In a typical DAY in winter, how many hours do you spend outdoors?" The following checks were performed: If answer If answer > 24 then rejected If answer > 10 then participant asked to confirm If the participant activated the Help button they were shown the message: If the time you spend outdoors in winter varies a lot, give the average time per day. For example if you spend 1 hour a day on each weekday and 4 hours a day on the weekend, the total hours in a week is 13 (5 + 8), so you spend approximately 2 hours a day. 
1070	Time spent watching television (TV)	ordinal	phesant	341859	19335	NA	NA	1070_0|| INTEGER || reassignments: -1=NA|-3=NA|-10=NA || CONTINUOUS || >20% IN ONE CATEGORY || Split into three bins: 0: <2, 1: [2,3), 2: >=3 ||cat N: 55704, 96240, 189915 || CAT-ORD || order: 0|1|2 || num categories: 3 ||	ACE touchscreen question "In a typical DAY, how many hours do you spend watching TV? (Put 0 if you do not spend any time doing it)" The following checks were performed: If answer If answer > 24 then rejected If answer > 8 then participant asked to confirm If the participant activated the Help button they were shown the message: If the time you spend watching TV varies a lot, give the average time for a 24 hour day in the last 4 weeks. 
1080	Time spent using computer	ordinal	phesant	280750	80444	NA	NA	1080_0|| INTEGER || reassignments: -1=NA|-3=NA|-10=NA || CONTINUOUS || >20% IN ONE CATEGORY || Split into three bins: 0: [0,0], 1: [1,1], 2: >1 ||cat N: 97862, 104296, 78592 || CAT-ORD || order: 0|1|2 || num categories: 3 ||	ACE touchscreen question "In a typical DAY, how many hours do you spend using the computer? (Do not include using a computer at work; put 0 if you do not spend any time doing it)" The following checks were performed: If answer If answer > 24 then rejected If answer > 6 then participant asked to confirm If the participant activated the Help button they were shown the message: If the time you spend on the computer varies a lot, give the average time for a 24 hour day in the last 4 weeks. Remember not to include time spent on a computer at work. This question was only asked during 2006 so needs to be interpreted in the light of technological development at that time when computers would generally mean either desktop or laptop PC systems.
1090	Time spent driving	ordinal	phesant	241357	119837	NA	NA	1090_0|| INTEGER || reassignments: -1=NA|-3=NA|-10=NA || CONTINUOUS || >20% IN ONE CATEGORY || Split into three bins: 0: <1, 1: [1,1], 2: >1 ||cat N: 72095, 103078, 66184 || CAT-ORD || order: 0|1|2 || num categories: 3 ||	ACE touchscreen question "In a typical DAY, how many hours do you spend driving?" The following checks were performed: If answer If answer > 24 then rejected If answer > 6 then participant asked to confirm If the participant activated the Help button they were shown the message: If the time you spend driving varies a lot, give the average time for a 24 hour day in the last 4 weeks. Include driving a car, bus, motorcycle, boat, truck etc. Include all the driving that you do as part of work, getting to work or outside of work. If you do not drive please enter 0. 
1100	Drive faster than motorway speed limit	ordinal	phesant	327192	34002	NA	NA	1100_0|| CAT-SINGLE || reassignments: 5=-4 || Inc(>=10): 1(145973) || Inc(>=10): 2(131440) || Inc(>=10): 3(34787) || Inc(>=10): 4(14992) || ordered || CAT-ORD || order: 1|2|3|4 || num categories: 4 ||	ACE touchscreen question "How often do you drive faster than the speed limit on the motorway?" If the participant activated the Help button they were shown the message: If you are unsure, please provide an estimate or select Do not know. At the time of asking (2006) the UK motorway speed limit was 70miles/hour.
1110	Length of mobile phone use	ordinal	phesant	356618	4576	NA	NA	1110_0|| CAT-SINGLE || Inc(>=10): 4(120250) || Inc(>=10): 0(54692) || Inc(>=10): 3(110127) || Inc(>=10): 2(62136) || Inc(>=10): 1(9413) || ordered || CAT-ORD || order: 0|1|2|3|4 || num categories: 5 ||	ACE touchscreen question "For approximately how many years have you been using a mobile phone at least once per week to make or receive calls?" If the participant activated the Help button they were shown the message: Do not include time spent text messaging. If you are unsure, please provide an estimate or select Do not know. 
1120	Weekly usage of mobile phone in last 3 months	ordinal	phesant	301157	60037	NA	NA	1120_0|| CAT-SINGLE || Inc(>=10): 1(118636) || Inc(>=10): 0(65377) || Inc(>=10): 5(12289) || Inc(>=10): 3(41531) || Inc(>=10): 2(51280) || Inc(>=10): 4(12044) || ordered || CAT-ORD || order: 0|1|2|3|4|5 || num categories: 6 ||	ACE touchscreen question "Over the last 3 months, on average how much time per week did you spend making or receiving calls on a mobile phone?" If the participant activated the Help button they were shown the message: If you are unsure, please provide an estimate or select Do not know. ~F1120~ was collected from participants who indicated they have used a mobile phone at least once per week in the past or do not know whether they have used or not, as defined by their answers to ~F1110~
1130	Hands-free device/speakerphone use with mobile phone in last 3 month	ordinal	phesant	302733	58461	NA	NA	1130_0|| CAT-SINGLE || Inc(>=10): 0(250825) || Inc(>=10): 1(27337) || Inc(>=10): 2(10789) || Inc(>=10): 4(7768) || Inc(>=10): 3(6014) || ordered || CAT-ORD || order: 0|1|2|3|4 || num categories: 5 ||	ACE touchscreen question "Over the last 3 months, how often have you used a hands-free device/speakerphone when making or receiving calls on your mobile?" If the participant activated the Help button they were shown the message: If you are unsure, please provide an estimate or select Do not know. ~F1130~ was collected from participants who indicated they have used a mobile phone at least once per week in the past or do not know whether they have used or not, as defined by their answers to ~F1110~
1140	Difference in mobile phone use compared to two years previously	ordinal	phesant	298239	62955	NA	NA	1140_0|| CAT-SINGLE || reorder 1|0|2 || Inc(>=10): 2(160717) || Inc(>=10): 3(99378) || Inc(>=10): 1(38144) || ordered || CAT-ORD || order: 1|0|2 || num categories: 3 ||	ACE touchscreen question "Is there any difference between your mobile phone use now compared to two years ago?" If the participant activated the Help button they were shown the message: If you are unsure, please provide an estimate or select Do not know. ~F1140~ was collected from participants who indicated they have used a mobile phone at least once per week in the past or do not know whether they have used or not, as defined by their answers to ~F1110~
1160	Sleep duration	ordinal	phesant	359020	2174	NA	NA	1160_0|| INTEGER || reassignments: -1=NA|-3=NA || CONTINUOUS || >20% IN ONE CATEGORY || Split into three bins: 0: <7, 1: [7,8), 2: >=8 ||cat N: 85573, 140679, 132768 || CAT-ORD || order: 0|1|2 || num categories: 3 ||	ACE touchscreen question "About how many hours sleep do you get in every 24 hours? (please include naps)" The following checks were performed: If answer If answer > 23 then rejected If answer If answer > 12 then participant asked to confirm If the participant activated the Help button they were shown the message: If the time you spend sleeping varies a lot, give the average time for a 24 hour day in the last 4 weeks. 
1170	Getting up in morning	ordinal	phesant	360231	963	NA	NA	1170_0|| CAT-SINGLE || Inc(>=10): 3(180191) || Inc(>=10): 4(117556) || Inc(>=10): 2(49026) || Inc(>=10): 1(13458) || ordered || CAT-ORD || order: 1|2|3|4 || num categories: 4 ||	ACE touchscreen question "On an average day, how easy do you find getting up in the morning?" If the participant activated the Help button they were shown the message: If this varies a lot, answer this question in relation to the last 4 weeks. 
1180	Morning/evening person (chronotype)	ordinal	phesant	322488	38706	NA	NA	1180_0|| CAT-SINGLE || Inc(>=10): 4(28509) || Inc(>=10): 2(116350) || Inc(>=10): 3(91864) || Inc(>=10): 1(85765) || ordered || CAT-ORD || order: 1|2|3|4 || num categories: 4 ||	ACE touchscreen question "Do you consider yourself to be?" If the participant activated the Help button they were shown the message: If this varies a lot, answer this question in relation to the last 4 weeks. 
1190	Nap during day	ordinal	phesant	360855	339	NA	NA	1190_0|| CAT-SINGLE || Inc(>=10): 1(204234) || Inc(>=10): 2(137680) || Inc(>=10): 3(18941) || ordered || CAT-ORD || order: 1|2|3 || num categories: 3 ||	ACE touchscreen question "Do you have a nap during the day?" If the participant activated the Help button they were shown the message: If this varies a lot, answer this question in relation to the last 4 weeks. 
1200	Sleeplessness / insomnia	ordinal	phesant	360738	456	NA	NA	1200_0|| CAT-SINGLE || Inc(>=10): 3(102157) || Inc(>=10): 2(172000) || Inc(>=10): 1(86581) || ordered || CAT-ORD || order: 1|2|3 || num categories: 3 ||	ACE touchscreen question "Do you have trouble falling asleep at night or do you wake up in the middle of the night?" If the participant activated the Help button they were shown the message: If this varies a lot, answer this question in relation to the last 4 weeks. 
1220	Daytime dozing / sleeping (narcolepsy)	ordinal	phesant	359752	1442	NA	NA	1220_0|| CAT-SINGLE || reassignments: 3=2 || Inc(>=10): 0(276988) || Inc(>=10): 1(73375) || Inc(>=10): 2(9389) || ordered || CAT-ORD || order: 0|1|2 || num categories: 3 ||	ACE touchscreen question "How likely are you to doze off or fall asleep during the daytime when you don't mean to? (e.g. when working, reading or driving)" If the participant activated the Help button they were shown the message: If you are unsure, please provide an estimate or select Do not know. 
1239	Current tobacco smoking	ordinal	phesant	360797	397	NA	NA	1239_0|| CAT-SINGLE || reorder 0|2|1 || Inc(>=10): 1(323709) || Inc(>=10): 3(27614) || Inc(>=10): 2(9474) || ordered || CAT-ORD || order: 0|2|1 || num categories: 3 ||	ACE touchscreen question "Do you smoke tobacco now?"
1249	Past tobacco smoking	ordinal	phesant	332141	29053	NA	NA	1249_0|| CAT-SINGLE || Inc(>=10): 2(47493) || Inc(>=10): 3(53710) || Inc(>=10): 4(141596) || Inc(>=10): 1(89342) || ordered || CAT-ORD || order: 1|2|3|4 || num categories: 4 ||	ACE touchscreen question "In the past, how often have you smoked tobacco?" ~F1249~ was collected from all participants except those who indicated they currently smoke on most or all days, as defined by their answers to ~F1239~
1259	Smoking/smokers in household	ordinal	phesant	332573	28621	NA	NA	1259_0|| CAT-SINGLE || Inc(>=10): 0(299351) || Inc(>=10): 1(29490) || Inc(>=10): 2(3732) || ordered || CAT-ORD || order: 0|1|2 || num categories: 3 ||	ACE touchscreen question "Does anyone in your household smoke?" ~F1259~ was collected from all participants except those who indicated they currently smoke tobacco on most or all days, as defined by their answers to ~F1239~
1269	Exposure to tobacco smoke at home	ordinal	phesant	326676	34518	NA	NA	1269_0|| INTEGER || reassignments: -1=NA|-3=NA || CONTINUOUS || >20% IN ONE CATEGORY || Split into three bins: 0: [0,0], 1: (0,2), 2: >=2 ||cat N: 308785, 6742, 11149 || CAT-ORD || order: 0|1|2 || num categories: 3 ||	ACE touchscreen question "At home, about how many hours per WEEK are you exposed to other people's tobacco smoke?" The following checks were performed: If answer If answer > 168 then rejected If answer > 100 then participant asked to confirm If the participant activated the Help button they were shown the message: Please give the number of hours in a typical week over the last year that you have been exposed to other people's tobacco smoke in the home environment. ~F1269~ was collected from all participants except those who indicated they currently smoke tobacco on most or all days, as defined by their answers to ~F1239~
1279	Exposure to tobacco smoke outside home	ordinal	phesant	306191	55003	NA	NA	1279_0|| INTEGER || reassignments: -1=NA|-3=NA || CONTINUOUS || >20% IN ONE CATEGORY || Split into three bins: 0: [0,0], 1: [1,1], 2: >1 ||cat N: 249038, 37206, 19947 || CAT-ORD || order: 0|1|2 || num categories: 3 ||	ACE touchscreen question "Outside of your home, about how many hours per WEEK are you exposed to other people's tobacco smoke?" The following checks were performed: If answer If answer > 168 then rejected If answer > 100 then participant asked to confirm If the participant activated the Help button they were shown the message: Please give the number of hours in a typical week over the last year that you have been exposed to other people's tobacco smoke in environments other than the home (include work, pubs, restaurants etc). ~F1279~ was collected from all participants except those who indicated they currently smoke tobacco on most or all days, as defined by their answers to ~F1239~
1289	Cooked vegetable intake	ordinal	phesant	350404	10790	NA	NA	1289_0|| INTEGER || reassignments: -1=NA|-3=NA|-10=NA || CONTINUOUS || >20% IN ONE CATEGORY || Split into three bins: 0: <2, 1: [2,3), 2: >=3 ||cat N: 57582, 121053, 171769 || CAT-ORD || order: 0|1|2 || num categories: 3 ||	ACE touchscreen question "On average how many heaped tablespoons of COOKED vegetables would you eat per DAY? (Do not include potatoes; put '0' if you do not eat any)" The following checks were performed: If answer > 50 then rejected If the participant activated the Help button they were shown the message: Please provide an average considering your intake over the last year. If you are unsure, please provide an estimate or select Do not know. If you have less than one tablespoon a day select Less than one. 
1299	Salad / raw vegetable intake	ordinal	phesant	339601	21593	NA	NA	1299_0|| INTEGER || reassignments: -1=NA|-3=NA|-10=NA || CONTINUOUS || >20% IN ONE CATEGORY || Split into three bins: 0: <1, 1: [1,2), 2: >=2 ||cat N: 35012, 109495, 195094 || CAT-ORD || order: 0|1|2 || num categories: 3 ||	ACE touchscreen question "On average how many heaped tablespoons of SALAD or RAW vegetables would you eat per DAY? (Include lettuce, tomato in sandwiches; put '0' if you do not eat any)" The following checks were performed: If answer > 50 then rejected If the participant activated the Help button they were shown the message: Please provide an average considering your intake over the last year. If you are unsure, please provide an estimate or select Do not know. If you have less than one tablespoon a day select Less than one. 
